categories,primaryCategories,reviewsdate,reviewstext,reviewstitle,sentiment,review_year,review_month,review_day
"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2018-03-03 00:00:00+00:00,first one stop work weeksbest buy replac fuss go great small lightweight fit pursehandbag antiglar screen read direct sunlight,small light easi read,Positive,2018,3,3
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-06 00:00:00+00:00,love alexa conveni use listen music turn light,great devic,Positive,2018,1,6
"eBook Readers,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Ereaders,Kindle E-readers,E-Readers","Electronics,Media",2016-05-28 00:00:00+00:00,purchas gift wife love older kindl cant believ much better oasi,fantast,Positive,2016,5,28
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-01-12 00:00:00+00:00,bought kid talk grandpa great call time,wow great,Positive,2018,1,12
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-31 00:00:00+00:00,great app excel price kid realli enjoy,great tablet kid,Positive,2017,3,31
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-12 00:00:00+00:00,newbi smart home technolog attract echo plu builtin zigbe hub mean connect directli product like philip hue line smart bulb without need separ smart hub combin power alexa voic command abl get smart home run matter minut,great way start smart home,Positive,2018,1,12
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-24 00:00:00+00:00,year old son love seem well made,great tablet children,Positive,2016,12,24
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-30 18:26:19+00:00,deliv time look good hook next year,unknown,Positive,2017,12,30
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-04 00:00:00+00:00,echo plu love speaker sound loud clear,love,Positive,2018,2,4
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-15 00:00:00+00:00,believ use husband recoveri foot surgeri,great tablet beginn,Positive,2016,12,15
"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2016-09-16 00:00:00+00:00,new ebook research avail eread tablet like best oasi weight lightest market batteri life measur week hour capabl use bright sunlight recommend,great ebook reader,Positive,2016,9,16
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-01-23 00:00:00+00:00,great purchas would definit buy reason didnt give star programm glitch need fix screen littl one cant stop chang icon watch play game frustrat two year old stop cartoon accident touch screen,bought grandson,Positive,2017,1,23
"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,2016-12-31 00:00:00+00:00,tablet great easi use great way keep kid entertain,great gift kid,Positive,2016,12,31
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-06 00:00:00+00:00,good tablet littl slow download app,good tablet kid,Positive,2017,1,6
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-01 00:00:00+00:00,ok devic find googl home better promis futur,good googl home,Neutral,2017,12,1
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-01-06 00:00:00+00:00,second show one sever christma gift conveni fun easi set use alexa devic whole hous intercom listen music,love show,Positive,2018,1,6
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-04 19:17:47+00:00,amaz serious didnt know miss got amazon show alex echo love screen connect smart home devic amaz love joke random question ask tell weather essenti hous,alexa show need,Positive,2017,12,4
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-24 00:00:00+00:00,hope updat hdx kindl settl enjoy expand sd slot,excel kindl,Positive,2017,1,24
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-09-02 00:00:00+00:00,upgrad wife old kindl wouldnt charg anymor like feel game plu read materi roll game easili tri get buy ipad need thu devic,wife like,Positive,2016,9,2
"Tablets,Fire Tablets,Electronics,Computers,Computer Components,Hard Drives & Storage,Computers & Tablets,All Tablets",Electronics,2016-11-18 00:00:00+00:00,awesom best ebook reader love smooth page translat bedtim shade perfect hand held devic kindl fire took e reader next level great app music storag expans price,excel buy,Positive,2016,11,18
"Fire Tablets,Tablets,Computers/Tablets & Networking,Other Computers & Networking,Computers & Tablets,All Tablets",Electronics,2017-01-16 00:00:00+00:00,perfect tablet avid reader great function light blue light filter safeguard circadian rhythm troubl fall asleep expos light typic tablet easi use fit perfectli hand heavi onext hand use,perfect reader,Positive,2017,1,16
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-10-07 00:00:00+00:00,bought three includ one year old love complaint volum one speaker sound obvious lower tablet two speaker doesnt bother us much that give star overal great tablet,famili tablet,Positive,2016,10,7
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-11-15 00:00:00+00:00,love simpl setup eas use intuit fun,super user friendli fun,Positive,2017,11,15
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-09-25 00:00:00+00:00,purchas amazon fire kid edit tablet gb year old mother broke old tablet drop took hour get use separ away entertain mani way best drop tablet still work,awesom,Positive,2016,9,25
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-28 00:00:00+00:00,love product wish smart googl home,good great,Positive,2017,12,28
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2016-12-17 00:00:00+00:00,bought adult son long flight absolut love definit recommend,great gift,Positive,2016,12,17
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-01-29 00:00:00+00:00,bought youngest grandaught want someth would made well easi use get older rang use could expand good activ great learn tool download fun game activ learn also even though mani fun game learn tool age love easi download item save home screen remov item sever parent control option feel worri free add one user profil,grandkid activ,Positive,2017,1,29
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-21 00:00:00+00:00,first tablet bought good first stop charg went best buy check said everyth okay tri home thing charg min probabl stop brought back store replac new one far dont problem well tablet bought togeth first tablet,good tablet basic use,Positive,2017,1,21
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-09 00:00:00+00:00,great devic need someth small read book devic exactli look,need someth read book,Positive,2017,1,9
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-01-10 00:00:00+00:00,great product exactli ive come expect kindl reader,kindl,Positive,2017,1,10
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-10 00:00:00+00:00,great kid grandson year happi,beauti design,Positive,2016,12,10
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-09-15 00:00:00+00:00,nice see song mani item show word music watch u tube video call,great item,Positive,2017,9,15
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-06-08 00:00:00+00:00,great product would highli recommend get,great product,Positive,2016,6,8
"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-05-05 00:00:00+00:00,love product easi use clear pictur,kindl fire,Positive,2017,5,5
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2016-12-27 00:00:00+00:00,tablet perfect mom primarili use play game calendar take pictur camera decent camera tablet hope shell use read book magazin well,christma gift mom,Positive,2016,12,27
"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2017-02-18 00:00:00+00:00,third fire tablet bought larger size nice,great tablet,Positive,2017,2,18
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-06 00:00:00+00:00,easi use great qualiti kid kindl fire,great kid adult,Positive,2017,1,6
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-10 00:00:00+00:00,bought granddaught love,great tablet kid,Positive,2016,12,10
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-07-13 00:00:00+00:00,start smart home addit alreadi dot echo simpl set kid even control,amaz,Positive,2017,7,13
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-01 00:00:00+00:00,excel item beyond expect,great item amazon,Positive,2017,12,1
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-25 00:00:00+00:00,far want happi price,awesom tablet,Positive,2016,12,25
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-10-13 00:00:00+00:00,enjoy abl listen music time great parti poolsid,love soundit,Positive,2017,10,13
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-12-16 00:00:00+00:00,one best product everi purchas play song give direct weather sound qualiti excel,awesom,Positive,2016,12,16
"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-02-20 00:00:00+00:00,good product child need read book,great reader,Positive,2017,2,20
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-15 00:00:00+00:00,pick show black friday deal probabl would never paid full price glad show actual quit use sound qualiti also better standard echo moment complaint lack youtub support price interest see featur amazon add show futur,overal like show,Positive,2017,12,15
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-10-28 00:00:00+00:00,good tab kid keep busi wish speed faster,keep kid busi,Positive,2016,10,28
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2018-02-21 00:00:00+00:00,nice conveni wish came written direct could brighten screen,good product,Positive,2018,2,21
"Fire Tablets,Tablets,Computers/Tablets & Networking,Other Computers & Networking,Computers & Tablets,All Tablets",Electronics,2017-01-16 00:00:00+00:00,perfect tablet avid reader great function light blue light filter safeguard circadian rhythm troubl fall asleep expos light typic tablet easi use fit perfectli hand heavi one hand use,nice tablet,Positive,2017,1,16
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-04-19 00:00:00+00:00,alexa great even better screen show search video,amazon watch,Positive,2018,4,19
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-05-05 00:00:00+00:00,read textbook play card game wait long buy thing add amazon prime member might need take full advantag featur cortonna read book didnt upgrad book pay extra per book,wish would bought sooner,Positive,2017,5,5
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-09-13 00:00:00+00:00,prime almost must keep amazon stuff one place,great tablet amazon,Positive,2016,9,13
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-06 00:00:00+00:00,tablet great anyon use basicsload time bit slow brows web stream video load play without buffer long got internet speed good enough tablet good size great pictur download video music price make pretti good gift someon want first tablet,great basic,Positive,2016,11,6
"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2015-08-23 00:00:00+00:00,kindl voyag easili best eread impress highresolut display thin light weight love,best eread,Positive,2015,8,23
"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2017-02-24 00:00:00+00:00,great ebook beginn light good look,great ebook beginn,Positive,2017,2,24
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-05 00:00:00+00:00,good tablet price econom abil carri backpack,great,Positive,2017,3,5
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-07-13 00:00:00+00:00,ill give start decent tablet screen mess im tri use cant imagin granddaught feel,good id hope,Neutral,2016,7,13
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-08 00:00:00+00:00,echo show proven handi gadget use lot thing like check weather info webalso great interfac smart tech like arlo camera ring doorbel fire tv etc use find use like,awesom blend smart tech,Positive,2018,1,8
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-07 00:00:00+00:00,bout item granddaught christma game enjoy play case protect devic well also set age appropri game etc get older chang bigger ipod smaller ipad better price sinc googl devic go get app,good size,Positive,2017,1,7
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-15 00:00:00+00:00,great littl product price best camera doesnt claim,good tablet,Positive,2016,12,15
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-09-02 00:00:00+00:00,talk see respons touch screen love,great fun use,Positive,2017,9,2
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-02 00:00:00+00:00,could perform task thing didnt know agriv,need improv,Negative,2018,2,2
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-18 00:00:00+00:00,almost good ipad mini love appl ipad howev great backup,wonder tablet,Positive,2017,1,18
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-24 00:00:00+00:00,amazon kindl fire great reader budget basic function standard tabletsipad galaxi tablet fraction cost also access huge amazon librari book,great reader,Positive,2016,12,24
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-15 00:00:00+00:00,nice tablet durabl drop grand daughter love,great tablet children,Positive,2016,12,15
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-02-04 00:00:00+00:00,got fire hd kid could read book play game watch show without spend arm leg tablet think good tabl kid young teen want tablet break bank,money,Positive,2017,2,4
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-28 00:00:00+00:00,enjoy premium sound amazon echo plu speaker cours also connect alexa everyth make call listen music find recip cook mealsi compat smart home technolog handsfre control light function like amazon echo plu speaker adapt speech pattern,good,Positive,2018,1,28
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-02-23 00:00:00+00:00,love oper systembought mini afterward anoth room,great system,Positive,2018,2,23
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-29 00:00:00+00:00,purchas mom memori care center doesnt answer phone simpli drop start talk see us pictur clariti awesom staff also awar camera featur know drop frequent doesnt replac room camera good would give cant figur alexa owner drop anyon know,good choic,Positive,2017,12,29
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-15 00:00:00+00:00,much harder work android none wallpap app download kindl store work devic mani app look cheap display wise prettier respons cheaper tablet make look like android tablet googl play everyth harder work regular android tablet exce expect respons model fire,frustrat compar android,Neutral,2016,11,15
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-10 00:00:00+00:00,bought replac kindl mother law love perfect size,great kindl,Positive,2017,3,10
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-18 00:00:00+00:00,product amaz howev wish video featur,excel easi use,Positive,2018,1,18
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2018-03-09 00:00:00+00:00,easi use super light make book read effort,excel product,Positive,2018,3,9
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-03 00:00:00+00:00,slightli skeptic give year old fantast durabl learn tool progress quick,awesom,Positive,2017,2,3
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-04-10 00:00:00+00:00,love love love echo plu great built bridgegreat way start system smart homelov abl program light come phone,echo plu,Positive,2018,4,10
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-07 00:00:00+00:00,kid fire tablet perfect year old granddaught download free purchas kid app give us break she alway ask tablet know content safe,great tablet kid,Positive,2017,1,7
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-05 00:00:00+00:00,purchas echo plu christma gift set earli could use right box impress easi setup ill find later sound work,easi setup,Positive,2017,12,5
"Fire Tablets,Tablets,All Tablets,Amazon Tablets,Computers & Tablets",Electronics,2017-02-08 00:00:00+00:00,great idea year old secur good content age,good idea,Positive,2017,2,8
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-07-11 00:00:00+00:00,bought amazon fire tablet year old granddaught love easi oper charg,great tablet young person,Positive,2016,7,11
"eBook Readers,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Ereaders,Kindle E-readers,E-Readers","Electronics,Media",2016-05-23 00:00:00+00:00,first announc kindl oasi much desir upgrad st gener kindl paperwhit felt announc voyagei read lot kindl travel throughout day time never issu batteri life get realli low time typic travel origin see lot valu oasisa review oasi came start realiz like paperwhit began interest upgrad paperwhit either oasi possibl voyag main thing notic took paperwhit amazon case quit lot especi seat posit slight reduct weight made much comfort hold longer read session minor issu paperwhit like read dark couldnt find adjust light prefer littl dim brighter need decid pass voyag realli like case option pressur sensit page turn optionnow oasi definit think worth realli appreci reduc weight cover mention eas remov cover compar paperwhit provid read experi although get resolut upgrad compar older paperwhit plusth oasi realli comfort hand help forget hold paperwhit left hand time would accident go back page drove crazi even though minor inconveniencei black model option avail unless will wait month build qualiti oasi case nice like paperwhit amazon leather case concern well protect kindl updat review find problemi love paperwhit recommend anyon look upgrad older kindl buy one first time definit great better buy glad decid order oasi reduc weight ergonom design page turn button make worth ad cost,everyon love,Positive,2016,5,23
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-18 00:00:00+00:00,may grandson love went long car trip abl watch movi keep entertain,well worth purchas,Positive,2017,1,18
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-06-02 00:00:00+00:00,gave sisterinlaw mother day great entri level tablet love use especi game,great tablet price,Positive,2017,6,2
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-20 00:00:00+00:00,pleas base upon review expect speaker louder bit better sound big deal big sound turn stereo,solid purchas,Positive,2017,12,20
